Gene	L_la_1	L_la_2	L_la_3	L_la_4	E_la_1	E_la_2	E_la_3	E_la_4	BL_la_1	BL_la_2	BL_la_3	BL_la_4	L_bs_1	L_bs_2	L_bs_3	L_bs_4	E_bs_1	E_bs_2	E_bs_3	E_bs_4	BL_bs_1	BL_bs_2	BL_bs_3	BL_bs_4	L_ao_1	L_ao_2	L_ao_3	L_ao_4	E_ao_1	E_ao_2	E_ao_3	E_ao_4	BL_ao_1	BL_ao_2	BL_ao_3	BL_ao_4
Ccl2	3.73386517512773	2.01044843858982	9.45367711558029	1.69265809668867	17.2086593348815	170.01343218861	207.305821009428	135.748958676442	13.0175662560097	5.33752911980053	9.01547284799069	1.72749686911457	1.90387462490572	17.1339374552546	15.9227487441153	20.8616554222797	62.9233311018221	13.2195683240239	30.8295025119425	37.2843382501406	10.4366439860087	13.785471805951	13.1202120288143	4.236235465748	747.211753044642	2641.64407973619	3447.81871554794	3006.44301769494	3090.72107527471	1239.78829240121	2031.35690094587	635.875583080932	401.01451589694	461.787714725491	276.363280116902	1094.28814152299
Ccl7	0	0	1.89073542311606	1.69265809668867	0	49.9340150484029	70.9204124505939	65.9890771343817	3.87757292732202	1.42334109861347	2.17614861848051	4.19534953927825	0	0	0	0	0	0	0	0	0	0	0	0	867.91519007493	1696.95017042656	2786.03671199351	2475.81975551542	2421.17061646263	960.616105991718	1336.3034315952	839.96297181513	225.231052627753	154.139811755157	12.0395884407363	849.781616855968
Ccr2	20.5362584632025	22.114932824488	13.2351479618124	11.8486066768207	2889.49034468419	3986.39886803083	171.845614784131	86.728501376616	40.1605767472638	40.565221310484	24.2485131773543	41.4599248587498	6301.82500843793	3952.22823967873	3524.23505536418	3485.98262106294	3589.55653936674	2238.07291725724	4049.54582995103	3493.54249403817	4142.44012818579	4656.84969921455	3015.09761428835	6766.96253298586	1925.50720976889	828.065031617085	1147.96244576967	1138.49716634699	748.881081894077	501.191011821766	850.973836882728	1211.03095133185	1685.83676906539	1302.29189316908	1494.00347469137	2586.91141594721
Cd226	1.86693258756387	8.04179375435927	1.89073542311606	0	78.2211787949159	378.071828223622	13.6385408558834	13.1978154268763	2.21575595846973	2.49084692257358	1.86527024441187	0	38.0774924981144	22.8452499403395	22.9995259637221	54.2403040979273	83.4099970419503	80.6393667765456	21.7620017731359	43.498394625164	26.3184935299349	23.4646328611932	28.2449008953641	34.1722994237005	281.641353070673	84.5559363270967	44.5556200412885	74.7178340539182	7.93306230819996	74.7390105348247	64.7838146788141	187.220662392529	246.694566689988	285.537684071029	226.563164293856	978.99764777271
Cd74	126.951415954343	492.559867454505	438.650618162926	330.06832885429	8172.54876049281	23854.1923316942	935.603902713604	688.17180440141	634.26014311196	532.32957088144	1135.32782209869	133.757614722871	2265.61080363781	3081.25308570329	2036.34264494186	3206.4364384044	4128.06318693582	4277.85230965412	2934.24323907782	2805.02504768558	3228.55312871529	3169.77859163643	5273.41410974801	1361.24366299369	32368.6383636223	16294.51207462	21475.808859901	19296.1972454161	14135.1304207507	12481.4147593157	11007.7583416121	11997.3024468294	20304.7559929254	21087.4633450774	26372.7184794329	17226.5371743215
Egr2	5.6007977626916	2.01044843858982	1.89073542311606	0	14.0798121830849	206.869490914812	40.9156225676503	22.6248264460737	4.98545090655689	3.91418802118705	3.10878374068645	4.44213480629462	0	0	3.5383886098034	8.3446621689119	7.31666640718862	10.5756546592191	12.6945010343293	13.6709240250515	5.21832199300434	2.93307910764915	7.8356821838752	1.6944941862992	178.181264187569	339.681606279544	304.026583811145	441.974984488431	344.294904175878	68.1443919582225	338.193473238555	204.087388734198	165.459241315201	6.94892593978167	151.589363549271	43.3958600071264
Egr3	1.86693258756387	6.03134531576945	0	0	3.12884715179664	237.781024040014	43.643330738827	13.1978154268763	0.830908484426148	1.42334109861347	1.24351349627458	3.70177900524552	3.80774924981144	5.71131248508487	1.7691943049017	4.17233108445595	11.7066662515018	27.7610934804501	0	14.9137353000562	6.3527398175705	6.74608194759304	8.20013251800893	0.282415697716533	163.811807398248	237.631338298565	284.369692616459	255.813601337144	79.3306230819996	63.7479795738211	51.6074455915977	150.113864440857	18.474923496607	51.1693637383923	0	0.323849701545719
Fcrls	0	2.01044843858982	3.78147084623212	5.07797429006601	197.117370563188	1042.66979041546	60.0095797658871	20.7394242422343	6.09332888579175	5.6933643944539	2.48702699254916	4.19534953927825	0	0	0	0	0	0	0	0	0.453767129826464	0	1.09335100240119	0	2043.33675544131	1756.72247024399	2032.52254953054	2550.53758956934	1692.91549656987	1184.83313759619	1268.22552464458	1693.4193247036	2149.06830673767	2138.37402783281	1916.48357815721	446.588738431547
Gfra2	0	0	1.89073542311606	3.38531619337734	29.724047942068	155.746570746209	8.18312451353006	3.77080440767896	2.21575595846973	1.06750582396011	1.24351349627458	0.987141068065471	1.90387462490572	8.56696872762731	1.7691943049017	2.08616554222797	14.6333328143772	9.2536978268167	7.25400059104529	2.48562255000937	10.6635275509219	4.39961866147372	5.83120534613969	4.236235465748	181.055155545433	81.640214384783	125.804103645991	165.898919679039	230.058806937799	15.3874433454051	144.940059959381	322.154473125883	399.927755691257	367.345493998458	73.8792927045183	11.0108898525545
H2-Aa	78.4111686776824	247.285157946547	181.510600619142	130.334673445028	4036.21282581766	10310.185202375	387.33456030709	262.070906333688	258.412538656532	188.592695566285	419.68580499267	52.3184766074699	772.973097711722	1053.73715349816	720.062082094992	1253.78549087901	1650.63994146175	1606.1775513689	1017.3735828941	1063.84645140401	956.994876804012	863.205181381144	1587.36343031946	342.852657027871	13642.3622757804	8505.160905729	9772.09584258494	9154.8342775555	8128.21564098168	5642.79529537927	5648.27021538677	4957.1308718166	8255.03052236628	8525.70040757213	13035.5907571972	5655.71118779445
H2-Ab1	39.2055843388412	94.4910766137214	62.3942689628299	66.0136657708581	2054.08815515449	5307.27245657311	141.840824901188	126.321947657245	119.373852262557	93.5846772338359	165.387295004519	24.9253119686531	291.292817610575	442.626717594078	288.378671698977	504.85206121917	834.099970419503	754.837351301763	398.970032507491	489.667642351846	392.281683734978	454.627261685618	743.114231298676	153.916555255511	5408.66353550006	2730.57359897676	3563.1391438901	3618.11613376346	3949.07841702194	2923.61423562697	2844.99769208148	2460.85537324955	4320.41519769183	4365.18893126285	6979.13051748683	5458.4867195531
H2-Eb1	13.0685281129471	100.522421929491	47.2683855779015	25.38987145033	2133.87375752531	5728.14486912393	234.582902721195	105.582523415011	114.665370850808	83.6212895435416	150.465133049224	17.0281834241294	218.945581864158	305.555217952041	185.765402014678	289.977010369688	608.746645078093	594.880574581074	340.938027779129	398.942419276504	334.426374682104	288.028368371146	579.293806105564	83.8774622218104	6690.41908110741	3586.33798904582	4513.22221829993	4490.66846703718	3792.00378331958	2391.64833711439	2474.96132688215	2685.18283359375	4495.9269709096	4700.63253799231	5908.70165430136	2540.27705892462
Hr	3.73386517512773	0	1.89073542311606	0	18.7730829107798	249.670075242014	5.45541634235337	1.88540220383948	2.21575595846973	0.355835274653369	0.621756748137289	0.246785267016368	5.71162387471716	2.85565624254244	0	0	0	1.32195683240239	0	0	0	0.293307910764915	0	0	68.9733925887362	8.74716582694104	19.6568911946861	15.1968476041867	0	0	53.8035071061337	42.1668158541732	451.005485358347	216.364284943202	319.596347699546	5.50544492627723
Klri1	0	0	0	0	42.2394365492546	110.568176178606	0	3.77080440767896	1.6618169688523	1.42334109861347	0.310878374068645	0.246785267016368	3.80774924981144	2.85565624254244	1.7691943049017	0	2.92666656287545	2.64391366480477	5.44050044328397	9.94249020003749	4.76455486317787	0.293307910764915	8.01790735094207	2.25932558173227	37.3605876522321	2.91572194231368	1.31045941297907	24.0616753732957	4.75983738491998	0	1.09803075726804	48.9135063908409	1.35845025710346	156.666693915078	73.3320386844848	34.9757677669377
Ltb4r1	1.86693258756387	0	0	0	32.8528950938647	150.990950265409	2.72770817117669	1.88540220383948	2.21575595846973	2.49084692257358	0.310878374068645	0	156.117719242269	177.050687037631	159.227487441153	77.188125062435	130.236662047957	115.010244419008	139.639511377622	110.610203475417	135.903255383026	141.081105077924	104.597245896381	227.627052359526	97.7123061673763	1.45786097115684	9.17321589085351	11.3976357031401	17.4527370780399	26.3784743064087	24.1566766598968	0	9.2374617483035	134.872335285762	90.8441673255558	194.633670628977
Plbd1	20.5362584632025	10.0522421929491	17.0166188080445	13.5412647735094	566.321334475191	1741.7460010931	54.5541634235337	39.593446280629	29.0817969549152	22.7734575778156	23.3158780551483	10.8585517487202	2318.91929313516	2390.18427500802	2453.87250089866	2678.63655622072	2647.16990612084	1635.26060168175	2528.01920597928	2288.01555728363	2471.21578903492	2559.11152142388	2167.56836226036	2699.89407017006	695.48170860309	387.791018327719	348.582203852433	416.64690514812	704.455932968157	597.912084278598	255.841166443452	286.734347808378	903.641111025219	1137.41283223426	1279.47989883825	757.160602213892
Sdc1	0	0	0	0	25.0307772143731	148.613140025009	8.18312451353006	3.77080440767896	2.49272545327844	1.42334109861347	0.621756748137289	0	9.51937312452859	17.1339374552546	17.691943049017	6.25849662668392	10.2433329700641	27.7610934804501	7.25400059104529	9.94249020003749	8.39469190178958	4.69292657223864	6.92455634854088	8.472470931496	40.2344790100961	13.1207487404116	28.8301070855396	10.1312317361245	9.51967476983996	0	10.9803075726804	0	14.3995727252966	2.84274242991068	207.956527612718	0
Slamf7	1.86693258756387	14.0731390701287	0	1.69265809668867	123.589462495967	364.993871901421	5.45541634235337	7.54160881535791	4.15454242213074	5.6933643944539	3.73054048882374	2.46785267016368	100.905355120003	202.751593220513	137.997155782333	198.185726511658	269.253323784541	297.440287290537	183.163514923894	247.319443725932	221.211475790401	219.980933073686	253.475207390009	62.1314534976373	390.849224669505	848.475085213281	840.004483719585	744.645532605151	258.617831247319	59.3515671894196	290.978150676029	502.628444981745	132.584745093297	441.888517716116	279.646804237103	479.621407989211
Slamf9	0	6.03134531576945	0	3.38531619337734	143.926968982645	325.760002934819	0	9.42701101919739	4.43151191693946	3.20251747188032	4.04141886289238	3.45499373822915	20.9426208739629	5.71131248508487	1.7691943049017	12.5169932533678	5.8533331257509	23.795222983243	1.81350014776132	3.72843382501406	9.30222616144251	3.81300283994389	17.8580663725528	1.41207848858267	94.8384148095123	281.36716743327	245.055910227087	259.61281323819	383.960215716878	316.541691676905	164.704613590205	237.820841417537	220.612321753601	160.772877424949	152.136617569304	387.324243048681
Trerf1	0	0	3.78147084623212	6.77063238675468	62.5769430359327	243.725549641014	10.9108326847067	5.65620661151844	4.70848141174817	3.20251747188032	3.41966211475509	3.94856427226188	43.7891163728315	57.1131248508487	40.6914690127391	39.6371453023315	39.5099985988185	46.2684891340835	52.5915042850783	64.6261863002437	74.1909257266269	95.3250709985973	72.1611661584786	65.2380261725192	160.937916040384	147.243958086841	213.604884315589	181.095767283225	255.444606324039	87.9282476880291	200.939628580051	317.094455223382	388.245083480168	203.414013873609	77.7100708447526	353.643874087926
